,ID,SEX,AGE,FO,TIP,astr1_1,astr1_2,astr1_3,astr1_4,astr1_5,astr1_6,astr1_7,astr1_8,astr1_9,astr1_10,astr1_11,astr1_12,astr1_13,astr1_14,astr2,astr3,astr4,TV,d1,EDU,DOHOD_0,PROF1,PROF2,PROF3,Q515_98T,weight1
1003,0724c693080ce24f,Мужской,45.0,Приволжский федеральный округ,Город с численностью менее 50 тысяч,В Бога,В воздаяние за грехи,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Несколько раз в неделю,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.6511791237379759
1004,0724c69a604ce52c,Женский,63.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Не пользуюсь,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,Неработающий пенсионер (в том числе по инвалидности),,,,0.6895217393450264
1005,0724c6a322cce87a,Мужской,42.0,Центральный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,В Бога,В приметы,В некую сверхъестественную силу,"В НЛО, инопланетян",В загробную жизнь,В гороскопы,"В колдовство, магию",В переселение душ,В судьбу,В воздаяние за грехи,Во что-то еще,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",,0.7974363725958522
1006,0724c6c552cce215,Женский,50.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в месяц,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.5607461708405382
1007,0724c6ce4a8ce4d7,Мужской,40.0,Дальневосточный федеральный округ,Город с численностью менее 50 тысяч,В Бога,"В НЛО, инопланетян",В воздаяние за грехи,В приметы,В судьбу,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.6957398782099392
1008,0724c6cfde4ce5c4,Мужской,48.0,Центральный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в неделю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",,0.6527116274105311
1009,0724c6d4c40ce87d,Женский,64.0,Северо-Западный федеральный округ,Город с численностью жителей миллион и более человек,В Бога,,,,,,,,,,,,,,Затрудняюсь ответить,Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Затрудняюсь ответить,Неработающий пенсионер (в том числе по инвалидности),,,,1.390779120948433
1010,0724c6fe0dcce466,Женский,60.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,В загробную жизнь,В воздаяние за грехи,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,0.8008506318497746
1011,0724c710b24cea9e,Женский,72.0,Приволжский федеральный округ,Село,В некую сверхъестественную силу,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Не пользуюсь,Среднее общее (10 или 11 классов школы с аттестатом),Очень плохое,Неработающий пенсионер (в том числе по инвалидности),,,,1.56948908918181
1012,0724c710ce4ceb20,Женский,59.0,Северо-Западный федеральный округ,Поселок городского типа,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, мне это неинтересно",Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,0.8916986419326478
1013,0724c71759ccee2e,Мужской,23.0,Сибирский федеральный округ,Город с численностью жителей миллион и более человек,Затрудняюсь ответить,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,1.183503346065436
1014,0724c7445ecceaf9,Мужской,34.0,Северо-Западный федеральный округ,Село,Во что-то еще,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, мне это неинтересно",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Самозанятый,,"Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",,2.6195780622288205
1015,0724c74eef0cedd1,Мужской,43.0,Приволжский федеральный округ,Село,В переселение душ,В Бога,В приметы,В загробную жизнь,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Не смотрю,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Временно не работаю, безработный",,,,1.0291188205127189
1016,0724c7628fcce405,Женский,32.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",,1.4933060750124667
1017,0724c76cdb0ce6ef,Женский,73.0,Центральный федеральный округ,Поселок городского типа,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, я против этого, считаю это антинаучным и вредным",Ежедневно менее четырех часов в день,Не пользуюсь,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,1.2161546958031195
1018,0724c76dc48ce7ce,Женский,48.0,Дальневосточный федеральный округ,Город с численностью менее 50 тысяч,В Бога,В приметы,В некую сверхъестественную силу,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Два и более высших образования, ученая степень кандидата или доктора наук",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,0.8176258919875594
1019,0724c775e5ccea2e,Мужской,36.0,Уральский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,В Бога,В воздаяние за грехи,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают","Редко, но не менее одного раза в полгода",Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,"Предприниматель, собственник бизнеса",,"Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",,0.5343494346212194
1020,0724c797020ce2ba,Женский,39.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают","Редко, но не менее одного раза в полгода",Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Плохое,Самозанятый,,"Общественное питание, ресторанный и гостиничный бизнес Включает в том числе: Кафе, ресторан, доставка продуктов питан...",,0.7238770693502298
1021,0724c79802cce37b,Женский,31.0,Центральный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...",Затрудняюсь ответить/ отказ от ответа,Другое (укажите),консультация клиентов в изменении в законодательстве,1.7543572270990948
1022,0724c7ab238ce8b7,Мужской,59.0,Сибирский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно","Редко, но не менее одного раза в полгода",Eжедневно менее четырех часов в день,"Два и более высших образования, ученая степень кандидата или доктора наук",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,0.5249076964188429
1023,0724c7b252ccec36,Мужской,64.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,Затрудняюсь ответить,Смотрю более четырех часов ежедневно,Не пользуюсь,(НЕ ЗАЧИТЫВАТЬ) Нет основного общего образования: не окончил 9 (раньше 8) классов,Очень плохое,(НЕ ЗАЧИТЫВАТЬ) Отказ от ответа,,,,0.8229834042100818
1024,0724c7c45b8ce08f,Мужской,43.0,Центральный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно","Редко, но не менее одного раза в полгода",Несколько раз в неделю,Основное общее образование: окончил 9 (раньше 8) классов,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",,0.999518981742286
1025,0724c7cba54ce29b,Женский,49.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,В некую сверхъестественную силу,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Два и более высших образования, ученая степень кандидата или доктора наук",Хорошее,"Временно не работаю, безработный",,,,0.8366207856041521
1026,0724c7fd4d8ce001,Мужской,23.0,Южный федеральный округ,Город с численностью менее 50 тысяч,В гороскопы,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",,1.314669797534268
1027,0724c81039cce540,Мужской,67.0,Северо-Западный федеральный округ,Город с численностью жителей миллион и более человек,В Бога,В приметы,В загробную жизнь,В судьбу,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в неделю,Несколько раз в неделю,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",,1.2100907583366443
1028,0724c81d5f0ce8d6,Мужской,29.0,Дальневосточный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",,1.003393309327844
1029,0724c835feccef3b,Мужской,19.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,Затрудняюсь ответить,Да,"Нет, мне это неинтересно",Не смотрю,Провожу в интернете более четырех часов ежедневно,Основное общее образование: окончил 9 (раньше 8) классов,Среднее,"Неработающий учащийся, студент",,,,1.2406372927198868
1030,0724c86a57cceda3,Мужской,65.0,Центральный федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,В Бога,,,,,,,,,,,,,,Затрудняюсь ответить,Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Не пользуюсь,Среднее общее (10 или 11 классов школы с аттестатом),Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,0.6372016824187797
1031,0724c87be04ce185,Мужской,55.0,Южный федеральный округ,Село,Затрудняюсь ответить,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Работаю в органах власти, управления, судебных органах","Государственное и муниципальное управление, в т.ч. - судебные органы Включает в том числе: Госслужба, администрации/п...",,0.8776910198586458
1032,0724c89779cce95f,Женский,58.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Несколько раз в месяц,Несколько раз в неделю,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Временно не работаю, безработный",,,,0.5815020486223753
1033,0724c8aaf0cceebd,Мужской,36.0,Южный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, мне это очень интересно, серьезно к этому отношусь",Да,"Да, иногда просматриваю, интересно, что предсказывают",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,"Временно не работаю, безработный",,,,0.9569102238604117
1034,0724c8dd25ccec64,Женский,32.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Нет,"Нет, я против этого, считаю это антинаучным и вредным",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Два и более высших образования, ученая степень кандидата или доктора наук",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,1.1913896598117117
1035,0724c8eb7ecce189,Женский,68.0,Центральный федеральный округ,Город с численностью менее 50 тысяч,В судьбу,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в неделю,Несколько раз в неделю,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,Работающий пенсионер,Затрудняюсь ответить/ отказ от ответа,"Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,1.524346951009088
1036,0724c8ebc50ce218,Женский,78.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,В приметы,В некую сверхъестественную силу,В воздаяние за грехи,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Смотрю более четырех часов ежедневно,Не пользуюсь,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,0.6895217393450264
1037,0724c8f4d4cce4d6,Мужской,18.0,Уральский федеральный округ,Село,В судьбу,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Не смотрю,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Очень хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",,1.9412946709240424
1038,0724c934474ce57e,Мужской,27.0,Уральский федеральный округ,Город с численностью жителей миллион и более человек,В Бога,В приметы,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",,1.070875554414998
1039,0724c939b50ce7fa,Мужской,57.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Затрудняюсь ответить,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,Затрудняюсь ответить,Ежедневно менее четырех часов в день,Не пользуюсь,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,0.5555870967369204
1040,0724c950234ceedd,Женский,33.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, я против этого, считаю это антинаучным и вредным",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Самозанятый,,Другое (укажите),сдача недвижимости в аренду,1.7140805531359655
1041,0724c98c0cccee89,Мужской,42.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,В судьбу,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,(НЕ ЗАЧИТЫВАТЬ) Отказ от ответа,Затрудняюсь ответить,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...",Отказ от ответа,,0.6489506979928658
1042,0724c99a834ce218,Женский,43.0,Южный федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,В Бога,В некую сверхъестественную силу,В переселение душ,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Предприниматель, собственник бизнеса",,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",,0.9529040674188102
1043,0724c9a25c0ce4ef,Мужской,41.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,В Бога,Во что-то еще,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.8923103215328817
1044,0724c9a7020ce69a,Мужской,42.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,В приметы,В Бога,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,Затрудняюсь ответить,Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,"Два и более высших образования, ученая степень кандидата или доктора наук",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",,0.7119031444432206
1045,0724c9aa178ce85b,Мужской,41.0,Дальневосточный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в неделю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",,0.6957398782099392
1046,0724c9b8150ceb8d,Женский,35.0,Уральский федеральный округ,Город с численностью менее 50 тысяч,Во что-то еще,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно","Редко, но не менее одного раза в полгода",Провожу в интернете более четырех часов ежедневно,"Два и более высших образования, ученая степень кандидата или доктора наук",Очень хорошее,"Предприниматель, собственник бизнеса",,Отказ от ответа,,1.2349797944083818
1047,0724c9b889ccec1b,Женский,76.0,Центральный федеральный округ,Село,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Смотрю более четырех часов ежедневно,Не пользуюсь,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,Неработающий пенсионер (в том числе по инвалидности),,,,2.158055023504369
1048,0724c9e185cce622,Женский,37.0,Уральский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Нахожусь в декретном отпуске, отпуске по уходу за ребенком",,,,0.6795151324396628
